use evern; 
INSERT INTO roles (nombre) VALUES ('Admin'); 
INSERT INTO roles (nombre) VALUES ('User'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Ornithology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Entomology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Helmitology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Herpetology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Ichthyology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Theriology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Botany'); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'L4nldEm31d@gmail.com', 'Nichole', 'zTUs6n4u5x', 391, 451637888, '2017-03-07', 'Wheeler', '2017-03-07', 'L4nldEm31d', 4); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (59.642117, TRUE, TRUE, 'example message', 'image path', 184, 9, 276); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (11.493279, TRUE, TRUE, 'example message', 'image path', 278, 2, 277); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (77.84838, TRUE, TRUE, 'example message', 'image path', 392, 9, 278); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (88.28406, TRUE, TRUE, 'example message', 'image path', 349, 8, 279); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (8.665352, TRUE, TRUE, 'example message', 'image path', 18, 9, 280); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (23.549992, TRUE, TRUE, 'example message', 'image path', 220, 8, 281); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (65.82655, TRUE, TRUE, 'example message', 'image path', 97, 2, 282); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (74.30995, TRUE, TRUE, 'example message', 'image path', 296, 2, 283); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (37.759983, TRUE, TRUE, 'example message', 'image path', 244, 2, 284); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (13.070486, TRUE, TRUE, 'example message', 'image path', 206, 2, 285); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (92.31332, TRUE, TRUE, 'example message', 'image path', 310, 4, 286); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (97.64639, TRUE, TRUE, 'example message', 'image path', 28, 3, 287); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (68.899315, TRUE, TRUE, 'example message', 'image path', 382, 7, 288); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (51.712128, TRUE, TRUE, 'example message', 'image path', 100, 7, 289); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (93.07532, TRUE, TRUE, 'example message', 'image path', 268, 1, 290); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (11.718115, TRUE, TRUE, 'example message', 'image path', 350, 7, 291); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.990623, TRUE, TRUE, 'example message', 'image path', 147, 6, 292); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (38.0246, TRUE, TRUE, 'example message', 'image path', 161, 3, 293); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (63.512913, TRUE, TRUE, 'example message', 'image path', 380, 9, 294); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (2.1196892, TRUE, TRUE, 'example message', 'image path', 267, 3, 295); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (39.152794, TRUE, TRUE, 'example message', 'image path', 284, 2, 296); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (68.78928, TRUE, TRUE, 'example message', 'image path', 146, 5, 297); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (72.80396, TRUE, TRUE, 'example message', 'image path', 51, 4, 298); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (30.473825, TRUE, TRUE, 'example message', 'image path', 306, 5, 299); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (45.153164, TRUE, TRUE, 'example message', 'image path', 115, 6, 300); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (1.3460615, TRUE, TRUE, 'example message', 'image path', 78, 6, 301); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (37.42428, TRUE, TRUE, 'example message', 'image path', 55, 3, 302); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (88.629906, TRUE, TRUE, 'example message', 'image path', 338, 9, 303); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (93.62687, TRUE, TRUE, 'example message', 'image path', 389, 9, 304); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (68.2938, TRUE, TRUE, 'example message', 'image path', 151, 5, 305); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.091913, TRUE, TRUE, 'example message', 'image path', 71, 3, 306); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (58.622066, TRUE, TRUE, 'example message', 'image path', 365, 5, 307); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (29.893631, TRUE, TRUE, 'example message', 'image path', 302, 5, 308); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (7.610649, TRUE, TRUE, 'example message', 'image path', 2, 7, 309); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (92.561455, TRUE, TRUE, 'example message', 'image path', 13, 8, 310); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (55.15372, TRUE, TRUE, 'example message', 'image path', 251, 9, 311); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (63.753113, TRUE, TRUE, 'example message', 'image path', 220, 8, 312); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (57.275623, TRUE, TRUE, 'example message', 'image path', 338, 2, 313); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (54.448406, TRUE, TRUE, 'example message', 'image path', 330, 8, 314); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (43.09827, TRUE, TRUE, 'example message', 'image path', 127, 1, 315); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (19.581543, TRUE, TRUE, 'example message', 'image path', 152, 2, 316); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (33.88308, TRUE, TRUE, 'example message', 'image path', 348, 7, 317); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (95.39256, TRUE, TRUE, 'example message', 'image path', 347, 9, 318); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (72.603134, TRUE, TRUE, 'example message', 'image path', 1, 1, 319); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (56.368614, TRUE, TRUE, 'example message', 'image path', 200, 9, 320); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (69.526764, TRUE, TRUE, 'example message', 'image path', 358, 5, 321); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (44.373306, TRUE, TRUE, 'example message', 'image path', 132, 9, 322); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (58.85718, TRUE, TRUE, 'example message', 'image path', 33, 6, 323); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (62.025097, TRUE, TRUE, 'example message', 'image path', 375, 3, 324); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (20.39035, TRUE, TRUE, 'example message', 'image path', 89, 1, 325); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (63.868534, TRUE, TRUE, 'example message', 'image path', 343, 1, 326); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (52.42905, TRUE, TRUE, 'example message', 'image path', 40, 5, 327); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (94.35805, TRUE, TRUE, 'example message', 'image path', 27, 5, 328); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (84.01651, TRUE, TRUE, 'example message', 'image path', 219, 7, 329); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (37.80295, TRUE, TRUE, 'example message', 'image path', 19, 5, 330); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (99.30665, TRUE, TRUE, 'example message', 'image path', 270, 5, 331); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (68.55184, TRUE, TRUE, 'example message', 'image path', 196, 4, 332); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (70.136734, TRUE, TRUE, 'example message', 'image path', 285, 8, 333); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (30.860283, TRUE, TRUE, 'example message', 'image path', 296, 9, 334); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (77.365746, TRUE, TRUE, 'example message', 'image path', 116, 7, 335); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (77.80967, TRUE, TRUE, 'example message', 'image path', 84, 8, 336); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (62.22921, TRUE, TRUE, 'example message', 'image path', 198, 7, 337); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (52.73789, TRUE, TRUE, 'example message', 'image path', 223, 6, 338); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (17.968204, TRUE, TRUE, 'example message', 'image path', 220, 8, 339); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (80.00168, TRUE, TRUE, 'example message', 'image path', 229, 2, 340); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (83.63233, TRUE, TRUE, 'example message', 'image path', 68, 4, 341); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (24.301208, TRUE, TRUE, 'example message', 'image path', 361, 2, 342); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (77.73806, TRUE, TRUE, 'example message', 'image path', 226, 5, 343); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (88.73207, TRUE, TRUE, 'example message', 'image path', 291, 3, 344); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (43.076485, TRUE, TRUE, 'example message', 'image path', 107, 2, 345); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (15.349339, TRUE, TRUE, 'example message', 'image path', 286, 7, 346); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (16.286356, TRUE, TRUE, 'example message', 'image path', 42, 3, 347); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (72.17916, TRUE, TRUE, 'example message', 'image path', 237, 4, 348); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (79.906944, TRUE, TRUE, 'example message', 'image path', 314, 9, 349); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (5.831892, TRUE, TRUE, 'example message', 'image path', 324, 6, 350); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (60.753223, TRUE, TRUE, 'example message', 'image path', 328, 6, 351); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (87.37865, TRUE, TRUE, 'example message', 'image path', 109, 4, 352); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (59.055843, TRUE, TRUE, 'example message', 'image path', 388, 8, 353); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (13.86135, TRUE, TRUE, 'example message', 'image path', 164, 6, 354); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (97.50842, TRUE, TRUE, 'example message', 'image path', 96, 2, 355); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (61.311794, TRUE, TRUE, 'example message', 'image path', 322, 4, 356); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (79.98136, TRUE, TRUE, 'example message', 'image path', 298, 5, 357); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (34.74386, TRUE, TRUE, 'example message', 'image path', 249, 4, 358); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (25.199163, TRUE, TRUE, 'example message', 'image path', 34, 3, 359); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (73.22658, TRUE, TRUE, 'example message', 'image path', 288, 4, 360); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (62.327465, TRUE, TRUE, 'example message', 'image path', 393, 7, 361); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (45.505413, TRUE, TRUE, 'example message', 'image path', 54, 2, 362); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (31.556767, TRUE, TRUE, 'example message', 'image path', 374, 4, 363); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (95.06141, TRUE, TRUE, 'example message', 'image path', 216, 8, 364); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (53.96762, TRUE, TRUE, 'example message', 'image path', 367, 9, 365); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (49.01929, TRUE, TRUE, 'example message', 'image path', 107, 2, 366); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.971199, TRUE, TRUE, 'example message', 'image path', 164, 4, 367); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (8.657218, TRUE, TRUE, 'example message', 'image path', 277, 6, 368); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (74.381065, TRUE, TRUE, 'example message', 'image path', 128, 9, 369); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (60.844463, TRUE, TRUE, 'example message', 'image path', 259, 8, 370); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (0.8154228, TRUE, TRUE, 'example message', 'image path', 263, 5, 371); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (39.63533, TRUE, TRUE, 'example message', 'image path', 207, 3, 372); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (57.97046, TRUE, TRUE, 'example message', 'image path', 141, 9, 373); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (80.26359, TRUE, TRUE, 'example message', 'image path', 150, 2, 374); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (21.848957, TRUE, TRUE, 'example message', 'image path', 102, 1, 375); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (28.384787, TRUE, TRUE, 'example message', 'image path', 89, 5, 376); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (97.96477, TRUE, TRUE, 'example message', 'image path', 210, 4, 377); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (34.763195, TRUE, TRUE, 'example message', 'image path', 146, 9, 378); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (21.752796, TRUE, TRUE, 'example message', 'image path', 198, 5, 379); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (98.54429, TRUE, TRUE, 'example message', 'image path', 173, 2, 380); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (11.961554, TRUE, TRUE, 'example message', 'image path', 256, 5, 381); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (44.327553, TRUE, TRUE, 'example message', 'image path', 321, 1, 382); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (60.94544, TRUE, TRUE, 'example message', 'image path', 181, 2, 383); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (82.68025, TRUE, TRUE, 'example message', 'image path', 342, 7, 384); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (54.94777, TRUE, TRUE, 'example message', 'image path', 130, 9, 385); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.421434, TRUE, TRUE, 'example message', 'image path', 94, 2, 386); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (62.302505, TRUE, TRUE, 'example message', 'image path', 129, 5, 387); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (23.553965, TRUE, TRUE, 'example message', 'image path', 68, 1, 388); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (94.798584, TRUE, TRUE, 'example message', 'image path', 174, 3, 389); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (74.41625, TRUE, TRUE, 'example message', 'image path', 259, 5, 390); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (91.25002, TRUE, TRUE, 'example message', 'image path', 67, 1, 391); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (87.43719, TRUE, TRUE, 'example message', 'image path', 253, 5, 392); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (38.788723, TRUE, TRUE, 'example message', 'image path', 165, 6, 393); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (51.46758, TRUE, TRUE, 'example message', 'image path', 93, 5, 394); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (99.92411, TRUE, TRUE, 'example message', 'image path', 171, 3, 395); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (3.3769495, TRUE, TRUE, 'example message', 'image path', 121, 8, 396); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (57.560955, TRUE, TRUE, 'example message', 'image path', 272, 2, 397); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (88.48124, TRUE, TRUE, 'example message', 'image path', 15, 4, 398); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (98.68744, TRUE, TRUE, 'example message', 'image path', 159, 3, 399); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (79.12664, TRUE, TRUE, 'example message', 'image path', 326, 1, 400); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (95.28175, TRUE, TRUE, 'example message', 'image path', 19, 5, 401); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (38.8089, TRUE, TRUE, 'example message', 'image path', 301, 5, 402); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (90.265656, TRUE, TRUE, 'example message', 'image path', 138, 8, 403); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (40.65213, TRUE, TRUE, 'example message', 'image path', 296, 9, 404); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (81.37399, TRUE, TRUE, 'example message', 'image path', 128, 5, 405); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (7.6931267, TRUE, TRUE, 'example message', 'image path', 15, 3, 406); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (8.114344, TRUE, TRUE, 'example message', 'image path', 352, 2, 407); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (97.68768, TRUE, TRUE, 'example message', 'image path', 104, 5, 408); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (70.251884, TRUE, TRUE, 'example message', 'image path', 160, 8, 409); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (21.235611, TRUE, TRUE, 'example message', 'image path', 204, 7, 410); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (41.34993, TRUE, TRUE, 'example message', 'image path', 358, 1, 411); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (52.758244, TRUE, TRUE, 'example message', 'image path', 274, 2, 412); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (30.893595, TRUE, TRUE, 'example message', 'image path', 219, 9, 413); 
